age,workclass,population.weight,education,years.of.education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
39,Private,12.199324930822792,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,7.789868559054706,67,India,>50K
46,Self-emp-not-inc,11.535752924609598,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,7.789868559054706,40,United-States,>50K
39,Private,12.761456634880346,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,7.789868559054706,99,United-States,>50K
62,Self-emp-inc,10.937543542130863,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,7.789868559054706,60,United-States,>50K
31,Self-emp-not-inc,12.440168006248479,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,7.789868559054706,40,United-States,>50K
46,Private,12.17025892199101,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,7.789868559054706,35,Philippines,>50K
46,Self-emp-not-inc,12.199853345716257,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,7.789868559054706,80,United-States,>50K
39,Self-emp-inc,11.87146666636667,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,7.789868559054706,40,United-States,>50K
39,Private,12.378823549384178,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0.0,7.789868559054706,99,United-States,>50K
59,Private,11.31362050313586,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,7.789868559054706,45,United-States,>50K
50,Self-emp-inc,12.030492315522554,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,7.789868559054706,60,United-States,>50K
46,Private,13.030386236848337,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,7.789868559054706,55,United-States,>50K
53,Self-emp-not-inc,11.566267159952051,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.789868559054706,40,United-States,>50K
50,Self-emp-not-inc,10.654974393434033,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,7.789868559054706,30,United-States,>50K
41,Self-emp-inc,11.649037275451104,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,7.789868559054706,55,United-States,>50K
36,Private,12.755577489714867,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,7.789868559054706,45,United-States,>50K
38,Private,12.143510836076794,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,7.789868559054706,90,United-States,>50K
54,Private,10.479454640632905,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,7.789868559054706,50,United-States,>50K
50,Private,11.536124279472752,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,7.789868559054706,20,United-States,>50K
47,Private,11.911674738929662,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.789868559054706,60,United-States,>50K
47,Self-emp-inc,11.535752924609598,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,7.789868559054706,45,United-States,>50K
67,Private,11.564122254701354,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,0.0,7.780303087908373,40,United-States,>50K
67,Self-emp-inc,11.572853373550116,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.780303087908373,75,United-States,>50K
72,Self-emp-not-inc,10.861668508170467,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,7.780303087908373,25,United-States,>50K
72,Private,11.686063313647365,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.780303087908373,6,United-States,>50K
46,Self-emp-inc,12.165141270028037,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.780303087908373,50,United-States,>50K
78,Self-emp-inc,12.144436574871772,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.780303087908373,40,United-States,>50K
71,Self-emp-inc,11.106835161468146,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.780303087908373,60,United-States,>50K
83,Self-emp-inc,11.939395092192235,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.780303087908373,55,United-States,>50K
68,Private,12.260977410699459,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.780303087908373,40,United-States,>50K
26,Private,12.109870067657113,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,7.774015077250727,45,United-States,<=50K
68,State-gov,12.371091198364917,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,7.774015077250727,60,United-States,>50K
49,Self-emp-inc,11.974682685861989,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,7.774015077250727,40,United-States,>50K
36,Private,12.823331809057661,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,7.774015077250727,60,United-States,<=50K
70,Self-emp-not-inc,11.952096105543564,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,7.774015077250727,12,United-States,>50K
27,Private,11.96091990926103,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,7.774015077250727,20,United-States,<=50K
35,Local-gov,12.085632332437253,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.774015077250727,40,United-States,<=50K
23,Private,12.001174136557236,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,7.774015077250727,40,United-States,<=50K
81,Private,12.086213080377966,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.774015077250727,26,United-States,>50K
66,Self-emp-not-inc,12.96552943417688,Doctorate,16,Married-civ-spouse,Sales,Husband,White,Male,0.0,7.774015077250727,25,United-States,>50K
71,Private,11.93366006540916,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.774015077250727,45,United-States,>50K
68,Private,12.295172673103105,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,7.774015077250727,55,United-States,>50K
65,Private,12.391962827201153,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.774015077250727,40,United-States,>50K
52,Private,12.312259819411919,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0.0,7.774015077250727,40,United-States,<=50K
40,Self-emp-inc,11.616050483765866,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,7.774015077250727,50,United-States,<=50K
68,Self-emp-inc,12.457881396058148,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,7.774015077250727,35,United-States,>50K
21,Private,12.842469564238932,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.774015077250727,48,United-States,<=50K
35,Private,12.17005160795096,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,7.774015077250727,40,United-States,<=50K
70,Self-emp-inc,12.245000046440856,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.774015077250727,50,United-States,>50K
61,Self-emp-not-inc,10.509768800074411,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,7.763446388727362,50,United-States,<=50K
65,Self-emp-inc,11.307302527374008,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,7.763446388727362,65,United-States,<=50K
46,Private,12.278188635003103,5th-6th,3,Divorced,Craft-repair,Not-in-family,White,Female,0.0,7.757906208351747,45,United-States,<=50K
26,Local-gov,12.021524611975327,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,7.757906208351747,55,United-States,<=50K
59,Local-gov,11.902992630898297,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,Male,0.0,7.757906208351747,40,United-States,<=50K
61,Private,10.681779786252992,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,7.757906208351747,40,United-States,<=50K
60,State-gov,12.79078235924728,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,7.757906208351747,40,United-States,<=50K
49,Self-emp-inc,11.856933521555133,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,7.757906208351747,50,United-States,<=50K
25,Private,11.252495328870001,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0.0,7.757906208351747,35,United-States,<=50K
59,Local-gov,12.051340963620556,HS-grad,9,Separated,Protective-serv,Other-relative,Black,Female,0.0,7.757906208351747,40,United-States,<=50K
28,State-gov,12.85262599820736,Some-college,10,Separated,Exec-managerial,Own-child,White,Male,0.0,7.757906208351747,40,United-States,<=50K
43,Federal-gov,11.935378786107249,Assoc-voc,11,Widowed,Tech-support,Not-in-family,White,Female,0.0,7.757906208351747,36,United-States,<=50K
56,Self-emp-not-inc,12.756030516998031,Masters,14,Divorced,Sales,Unmarried,White,Female,0.0,7.757906208351747,60,United-States,<=50K
41,Private,11.996221606032238,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0.0,7.757906208351747,40,United-States,<=50K
42,Private,12.164031157730161,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Female,0.0,7.757906208351747,40,Trinadad&Tobago,<=50K
28,Private,12.436811281032819,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,7.757906208351747,40,Canada,<=50K
40,Self-emp-not-inc,10.413642951751815,Prof-school,15,Divorced,Other-service,Not-in-family,White,Female,0.0,7.757906208351747,35,United-States,<=50K
69,Private,12.341136613161442,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Male,0.0,7.733245646529795,40,United-States,>50K
66,Local-gov,10.501362052588641,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,7.7266536648476425,40,United-States,<=50K
69,Private,11.735516863876349,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,7.7266536648476425,40,United-States,<=50K
55,Local-gov,12.078506283824543,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,7.7266536648476425,40,United-States,<=50K
57,Federal-gov,12.823663497882654,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,7.7226775164680035,40,United-States,<=50K
20,Self-emp-not-inc,11.964930588513289,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0.0,7.7226775164680035,10,United-States,<=50K
33,Private,12.573579709649389,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0.0,7.7226775164680035,84,United-States,<=50K
30,Self-emp-not-inc,12.457982452093805,Some-college,10,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,0.0,7.7226775164680035,40,South-Korea,<=50K
40,Private,12.57066020201926,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0.0,7.7226775164680035,48,Philippines,<=50K
38,Private,11.532522188716786,Some-college,10,Separated,Machine-op-inspct,Not-in-family,White,Male,0.0,7.7226775164680035,55,United-States,>50K
46,State-gov,12.16930492133796,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Male,0.0,7.7226775164680035,38,United-States,>50K
29,Private,11.815227640964054,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,7.7226775164680035,45,United-States,>50K
57,Federal-gov,12.201637826240061,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,7.7226775164680035,40,United-States,<=50K
39,Private,11.963351191667286,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,7.7226775164680035,42,United-States,>50K
47,Private,11.835791266756491,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,7.7226775164680035,40,United-States,>50K
26,Private,12.541951849199243,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,7.7226775164680035,45,United-States,>50K
27,Self-emp-not-inc,12.24806835098219,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,7.7226775164680035,50,United-States,<=50K
23,Private,11.541930715972299,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0.0,7.7226775164680035,40,United-States,>50K
34,Private,10.50193936425675,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,7.7226775164680035,50,United-States,<=50K
33,Private,12.079295534162902,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,0.0,7.7226775164680035,42,United-States,<=50K
38,Local-gov,11.99913457325039,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,7.7226775164680035,60,United-States,<=50K
57,Private,11.706541333558677,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0.0,7.7226775164680035,38,United-States,>50K
36,Private,11.89090974368838,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,7.7226775164680035,70,United-States,<=50K
44,Federal-gov,10.29525933351229,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0.0,7.7226775164680035,40,United-States,>50K
49,State-gov,12.504019355871135,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,7.7226775164680035,50,United-States,>50K
44,Self-emp-inc,12.09240550295297,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0.0,7.7226775164680035,60,United-States,<=50K
55,Private,10.623982354614311,Some-college,10,Widowed,Farming-fishing,Not-in-family,White,Male,0.0,7.7226775164680035,62,United-States,>50K
45,Private,12.143675829304463,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0.0,7.7226775164680035,44,United-States,>50K
48,Private,12.072946884911579,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,7.7226775164680035,40,United-States,>50K
31,Private,12.482043913403881,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.717351272185329,45,United-States,>50K
55,Local-gov,11.504207574350506,HS-grad,9,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0.0,7.717351272185329,40,United-States,>50K
70,Self-emp-not-inc,11.876415135820976,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.717351272185329,40,United-States,>50K
70,Self-emp-not-inc,11.731659307795738,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,7.717351272185329,8,United-States,>50K
73,Private,12.724890248185709,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,7.717351272185329,40,United-States,>50K
72,Self-emp-not-inc,12.561678518215823,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,7.717351272185329,28,United-States,>50K
31,Private,12.700238258802965,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0.0,7.713784616598755,40,United-States,<=50K
28,Private,11.771134956463303,10th,6,Widowed,Adm-clerical,Unmarried,White,Female,0.0,7.713784616598755,35,United-States,<=50K
23,Self-emp-not-inc,12.461873107609152,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0.0,7.710653323501202,40,United-States,>50K
49,Local-gov,11.536251290273725,9th,5,Widowed,Handlers-cleaners,Unmarried,White,Male,0.0,7.710653323501202,40,United-States,>50K
27,Local-gov,11.434228518021047,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0.0,7.710653323501202,40,United-States,>50K
90,Private,10.854083088102273,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0.0,7.699389406256737,40,United-States,<=50K
68,Private,12.02064627378274,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,7.699389406256737,30,United-States,<=50K
65,Private,11.917136453665956,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,7.699389406256737,59,Canada,<=50K
65,Private,11.871431731014535,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0.0,7.699389406256737,10,United-States,<=50K
